transaction_id,buyer_id,supplier_id,drug_name,therapeutic_class,quantity,unit_price,country,transaction_date
744,57,22,Insulin,Analgesics,70,22.0,Tanzania,2024-02-07
745,75,29,Insulin,Diabetes,44,2.69,Tanzania,2024-02-17
746,12,12,Ceftriaxone,Analgesics,200,18.03,Tanzania,2024-07-01
747,74,3,Paracetamol,Analgesics,152,7.14,Kenya,2024-03-15
748,96,13,Paracetamol,Antibiotics,86,19.13,Uganda,2024-07-27
749,16,18,Insulin,Diabetes,19,18.2,Uganda,2024-07-01
750,72,8,Amoxicillin,Diabetes,101,0.68,Uganda,2024-04-16
751,76,21,Amoxicillin,Diabetes,402,12.97,Kenya,2024-07-06
752,24,15,Metformin,Analgesics,95,3.91,Kenya,2024-09-20
753,28,1,Insulin,Diabetes,254,21.72,Kenya,2024-03-26
754,8,3,Metformin,Diabetes,357,21.85,Kenya,2024-11-19
755,92,26,Insulin,Antibiotics,30,10.75,Tanzania,2024-11-26
756,36,8,Ceftriaxone,Antibiotics,249,11.39,Kenya,2024-05-16
757,90,4,Paracetamol,Antibiotics,426,7.93,Kenya,2024-12-11
758,8,16,Ceftriaxone,Analgesics,33,18.06,Kenya,2024-12-01
759,58,30,Insulin,Diabetes,458,9.29,Uganda,2024-04-04
760,60,23,Paracetamol,Antibiotics,229,7.06,Uganda,2024-11-21
761,50,10,Amoxicillin,Antibiotics,12,11.09,Uganda,2024-09-01
762,28,12,Amoxicillin,Antibiotics,118,2.74,Tanzania,2024-03-30
763,92,14,Metformin,Diabetes,350,18.79,Tanzania,2024-02-28
764,41,14,Insulin,Diabetes,155,0.81,Kenya,2024-01-28
765,100,2,Insulin,Diabetes,423,16.29,Uganda,2024-03-12
766,64,23,Amoxicillin,Analgesics,393,4.98,Tanzania,2024-09-26
767,27,5,Ceftriaxone,Analgesics,246,6.19,Uganda,2024-01-24
768,63,5,Paracetamol,Antibiotics,405,16.07,Tanzania,2024-04-21
769,17,6,Ceftriaxone,Diabetes,332,24.83,Tanzania,2024-10-26
770,73,13,Ceftriaxone,Antibiotics,247,19.55,Kenya,2024-02-25
771,33,9,Amoxicillin,Diabetes,29,6.03,Kenya,2024-08-10
772,84,30,Amoxicillin,Diabetes,161,4.81,Tanzania,2024-04-29
773,77,22,Amoxicillin,Diabetes,235,21.72,Kenya,2024-06-27
774,92,28,Metformin,Analgesics,190,11.38,Tanzania,2024-10-14
775,29,29,Ceftriaxone,Analgesics,117,3.86,Tanzania,2024-10-07
776,13,15,Insulin,Diabetes,271,21.62,Uganda,2024-07-07
777,46,14,Paracetamol,Antibiotics,258,20.49,Kenya,2024-03-06
778,35,24,Metformin,Diabetes,180,24.61,Kenya,2024-10-24
779,6,7,Insulin,Diabetes,487,22.79,Kenya,2024-09-05
780,82,25,Ceftriaxone,Antibiotics,373,21.37,Uganda,2024-03-16
781,69,20,Amoxicillin,Diabetes,172,1.79,Uganda,2024-05-16
782,47,2,Ceftriaxone,Antibiotics,438,3.06,Uganda,2024-06-12
783,25,7,Paracetamol,Analgesics,274,14.44,Kenya,2024-08-20
784,66,6,Metformin,Analgesics,259,13.52,Kenya,2024-09-11
785,10,17,Metformin,Antibiotics,135,11.72,Kenya,2024-10-20
786,56,27,Paracetamol,Analgesics,171,10.22,Uganda,2024-06-18
787,30,25,Insulin,Analgesics,210,11.06,Uganda,2024-11-12
788,5,25,Insulin,Antibiotics,236,14.45,Tanzania,2024-06-22
789,33,28,Metformin,Analgesics,422,0.55,Uganda,2024-12-10
790,65,2,Metformin,Diabetes,421,6.89,Tanzania,2024-01-18
791,18,3,Amoxicillin,Diabetes,186,13.2,Kenya,2024-03-10
792,96,5,Insulin,Antibiotics,417,18.19,Uganda,2024-12-03
793,49,5,Paracetamol,Analgesics,364,4.77,Kenya,2024-04-25
794,11,1,Insulin,Diabetes,443,13.9,Kenya,2024-03-20
795,85,8,Amoxicillin,Diabetes,95,18.0,Kenya,2024-01-15
796,26,12,Metformin,Analgesics,378,11.39,Kenya,2024-06-24
797,63,24,Metformin,Analgesics,11,1.16,Uganda,2024-09-25
798,89,4,Amoxicillin,Diabetes,68,11.51,Kenya,2024-04-28
799,86,13,Paracetamol,Diabetes,379,7.76,Tanzania,2024-10-25
800,59,23,Metformin,Antibiotics,210,23.28,Uganda,2024-07-06
801,27,15,Ceftriaxone,Antibiotics,196,3.55,Kenya,2024-02-26
802,49,11,Metformin,Diabetes,369,16.49,Uganda,2024-07-17
803,77,10,Ceftriaxone,Antibiotics,98,1.79,Tanzania,2024-01-17
804,33,3,Amoxicillin,Diabetes,93,11.43,Kenya,2024-10-14
805,98,22,Amoxicillin,Diabetes,472,14.07,Tanzania,2024-02-24
806,99,14,Metformin,Antibiotics,22,7.8,Kenya,2024-09-25
807,1,16,Insulin,Antibiotics,450,11.65,Tanzania,2024-10-29
808,21,10,Ceftriaxone,Analgesics,172,4.51,Kenya,2024-03-27
809,55,29,Paracetamol,Analgesics,383,7.95,Uganda,2024-11-13
810,6,10,Metformin,Analgesics,134,15.72,Kenya,2024-01-29
811,92,12,Paracetamol,Diabetes,426,7.89,Uganda,2024-01-22
812,81,30,Metformin,Antibiotics,25,22.54,Kenya,2024-11-16
813,69,9,Insulin,Diabetes,185,15.9,Kenya,2024-10-11
814,95,1,Insulin,Antibiotics,85,11.25,Tanzania,2024-02-17
815,5,5,Insulin,Diabetes,55,1.45,Tanzania,2024-01-05
816,3,20,Insulin,Analgesics,251,12.74,Tanzania,2024-09-06
817,53,8,Amoxicillin,Analgesics,144,19.24,Kenya,2024-06-11
818,23,11,Amoxicillin,Analgesics,351,7.01,Kenya,2024-07-20
819,53,12,Ceftriaxone,Diabetes,398,20.27,Kenya,2024-04-10
820,37,1,Paracetamol,Antibiotics,167,6.67,Uganda,2024-03-11
821,74,25,Metformin,Antibiotics,412,20.68,Uganda,2024-06-11
822,74,22,Metformin,Analgesics,224,2.59,Kenya,2024-06-21
823,83,20,Amoxicillin,Analgesics,220,21.72,Tanzania,2024-05-20
824,17,28,Metformin,Analgesics,179,12.73,Tanzania,2024-05-17
825,85,25,Amoxicillin,Analgesics,119,7.77,Tanzania,2024-03-06
826,78,11,Ceftriaxone,Antibiotics,433,7.0,Kenya,2024-07-16
827,73,5,Paracetamol,Diabetes,265,11.08,Tanzania,2024-11-23
828,1,15,Ceftriaxone,Diabetes,442,24.98,Kenya,2024-08-15
829,51,5,Insulin,Diabetes,429,5.9,Uganda,2024-10-07
830,45,12,Insulin,Diabetes,150,3.03,Tanzania,2024-06-20
831,77,5,Insulin,Analgesics,416,14.83,Uganda,2024-11-11
832,4,17,Ceftriaxone,Analgesics,453,12.47,Tanzania,2024-02-09
833,62,17,Metformin,Analgesics,215,13.34,Kenya,2024-01-07
834,65,24,Paracetamol,Diabetes,197,16.84,Kenya,2024-06-22
835,32,12,Insulin,Analgesics,42,7.05,Kenya,2024-05-30
836,34,24,Insulin,Analgesics,53,22.81,Kenya,2024-07-29
837,92,28,Insulin,Antibiotics,480,11.17,Tanzania,2024-10-28
838,95,15,Paracetamol,Antibiotics,443,3.66,Uganda,2024-03-26
839,72,15,Insulin,Analgesics,330,18.69,Kenya,2024-09-09
840,39,6,Paracetamol,Antibiotics,251,16.26,Tanzania,2024-01-21
841,26,12,Insulin,Antibiotics,295,8.24,Uganda,2024-09-13
842,34,27,Ceftriaxone,Analgesics,378,15.73,Kenya,2024-02-02
843,54,29,Ceftriaxone,Analgesics,271,5.89,Uganda,2024-09-16
844,3,20,Paracetamol,Analgesics,455,11.4,Kenya,2024-08-21
845,50,18,Ceftriaxone,Analgesics,413,22.54,Uganda,2024-01-03
846,12,14,Paracetamol,Diabetes,123,3.77,Uganda,2024-12-12
847,65,2,Ceftriaxone,Diabetes,367,9.97,Kenya,2024-11-03
848,54,9,Ceftriaxone,Analgesics,387,20.62,Tanzania,2024-08-14
849,5,5,Paracetamol,Antibiotics,339,24.25,Uganda,2024-10-10
850,94,20,Metformin,Analgesics,266,11.62,Kenya,2024-03-10
851,94,26,Ceftriaxone,Analgesics,348,12.92,Uganda,2024-11-08
852,57,29,Insulin,Antibiotics,29,14.52,Uganda,2024-12-29
853,17,1,Metformin,Diabetes,463,23.34,Tanzania,2024-09-10
854,47,23,Paracetamol,Analgesics,35,21.53,Uganda,2024-05-23
855,23,3,Metformin,Analgesics,6,4.68,Uganda,2024-01-24
856,79,6,Amoxicillin,Diabetes,396,11.2,Kenya,2024-08-21
857,85,5,Amoxicillin,Diabetes,111,11.87,Kenya,2024-11-28
858,14,21,Ceftriaxone,Antibiotics,294,19.83,Tanzania,2024-06-23
859,66,27,Ceftriaxone,Diabetes,77,15.27,Uganda,2024-11-27
860,75,5,Insulin,Diabetes,349,16.53,Uganda,2024-11-20
861,51,1,Metformin,Diabetes,147,24.96,Uganda,2024-12-22
862,38,17,Amoxicillin,Antibiotics,67,2.34,Tanzania,2024-06-07
863,64,19,Ceftriaxone,Diabetes,392,5.96,Uganda,2024-12-13
864,98,14,Metformin,Diabetes,8,10.49,Kenya,2024-12-13
865,38,12,Ceftriaxone,Antibiotics,122,9.02,Tanzania,2024-10-12
866,50,10,Ceftriaxone,Diabetes,340,1.03,Kenya,2024-01-18
867,98,20,Amoxicillin,Diabetes,175,2.75,Kenya,2024-02-13
868,82,21,Amoxicillin,Antibiotics,388,17.18,Tanzania,2024-06-03
869,30,18,Ceftriaxone,Analgesics,179,22.04,Kenya,2024-12-20
870,79,24,Paracetamol,Antibiotics,85,13.1,Uganda,2024-08-18
871,91,27,Ceftriaxone,Diabetes,451,13.71,Tanzania,2024-11-11
872,51,11,Ceftriaxone,Diabetes,45,6.75,Kenya,2024-08-12
873,63,30,Insulin,Diabetes,136,19.31,Uganda,2024-08-04
874,98,2,Insulin,Antibiotics,343,18.92,Uganda,2024-02-25
875,52,25,Insulin,Diabetes,16,14.91,Kenya,2024-01-31
876,38,18,Paracetamol,Diabetes,333,5.71,Uganda,2024-12-22
877,97,29,Paracetamol,Antibiotics,195,2.88,Tanzania,2024-02-28
878,88,25,Ceftriaxone,Analgesics,496,2.07,Kenya,2024-12-18
879,79,7,Insulin,Analgesics,9,15.02,Uganda,2024-08-22
880,30,24,Paracetamol,Diabetes,316,20.71,Uganda,2024-04-16
881,51,15,Amoxicillin,Antibiotics,334,21.53,Kenya,2024-07-09
882,81,11,Ceftriaxone,Diabetes,333,11.86,Kenya,2024-01-18
883,5,18,Metformin,Antibiotics,327,19.71,Kenya,2024-08-13
884,29,23,Ceftriaxone,Antibiotics,15,23.7,Kenya,2024-06-15
885,4,12,Metformin,Analgesics,327,7.24,Tanzania,2024-03-11
886,10,6,Insulin,Analgesics,102,10.25,Kenya,2024-12-27
887,56,20,Metformin,Antibiotics,226,23.32,Tanzania,2024-02-23
888,17,23,Insulin,Diabetes,425,8.79,Tanzania,2024-09-01
889,74,30,Amoxicillin,Analgesics,278,22.89,Kenya,2024-12-15
890,17,13,Metformin,Diabetes,408,24.54,Tanzania,2024-03-16
891,84,20,Ceftriaxone,Analgesics,113,16.71,Kenya,2024-02-04
892,88,16,Insulin,Analgesics,485,20.51,Kenya,2024-09-23
893,69,18,Ceftriaxone,Diabetes,428,18.86,Uganda,2024-11-12
894,34,10,Paracetamol,Analgesics,1,17.64,Kenya,2024-10-26
895,6,28,Insulin,Analgesics,266,8.02,Uganda,2024-04-30
896,53,23,Metformin,Diabetes,491,1.9,Tanzania,2024-11-19
897,66,8,Insulin,Analgesics,208,8.9,Uganda,2024-01-25
898,77,18,Ceftriaxone,Analgesics,110,16.84,Tanzania,2024-06-08
899,43,21,Amoxicillin,Analgesics,200,3.01,Kenya,2024-03-24
900,75,1,Insulin,Diabetes,440,0.79,Tanzania,2024-04-23
901,23,23,Metformin,Antibiotics,369,3.92,Tanzania,2024-08-10
902,55,8,Paracetamol,Diabetes,473,18.04,Kenya,2024-06-14
903,80,29,Amoxicillin,Antibiotics,306,24.33,Tanzania,2024-07-09
904,95,6,Paracetamol,Analgesics,12,24.59,Kenya,2024-06-23
905,75,5,Insulin,Antibiotics,345,12.6,Uganda,2024-01-01
906,16,15,Ceftriaxone,Diabetes,465,21.8,Kenya,2024-08-16
907,8,22,Ceftriaxone,Diabetes,188,18.55,Kenya,2024-03-26
908,4,15,Metformin,Analgesics,154,12.78,Tanzania,2024-03-02
909,4,2,Ceftriaxone,Antibiotics,494,14.53,Uganda,2024-11-15
910,56,1,Amoxicillin,Analgesics,368,3.86,Kenya,2024-07-24
911,25,23,Ceftriaxone,Analgesics,334,23.47,Uganda,2024-04-14
912,67,23,Metformin,Diabetes,425,9.12,Uganda,2024-11-13
913,96,26,Insulin,Antibiotics,420,11.43,Tanzania,2024-10-17
914,67,11,Insulin,Antibiotics,377,16.96,Kenya,2024-09-06
915,27,10,Ceftriaxone,Antibiotics,279,8.68,Tanzania,2024-01-13
916,93,30,Paracetamol,Antibiotics,171,6.73,Kenya,2024-06-11
917,32,18,Insulin,Analgesics,134,15.96,Uganda,2024-02-12
918,50,18,Ceftriaxone,Analgesics,495,1.11,Kenya,2024-04-20
919,61,17,Metformin,Diabetes,453,18.16,Kenya,2024-07-23
920,51,26,Ceftriaxone,Analgesics,427,13.09,Uganda,2024-09-12
921,19,8,Insulin,Analgesics,25,15.34,Uganda,2024-11-02
922,21,15,Metformin,Diabetes,18,15.98,Kenya,2024-05-23
923,5,8,Ceftriaxone,Diabetes,190,13.41,Tanzania,2024-05-25
924,82,17,Amoxicillin,Diabetes,141,14.77,Kenya,2024-10-27
925,92,12,Metformin,Analgesics,43,17.25,Uganda,2024-06-12
926,42,27,Amoxicillin,Analgesics,334,18.95,Tanzania,2024-06-17
927,61,8,Paracetamol,Diabetes,284,18.32,Uganda,2024-10-24
928,22,25,Metformin,Diabetes,146,21.81,Uganda,2024-08-20
929,21,14,Amoxicillin,Diabetes,315,5.14,Tanzania,2024-09-27
930,70,4,Insulin,Analgesics,444,10.33,Uganda,2024-02-29
931,1,1,Insulin,Analgesics,319,23.72,Uganda,2024-10-22
932,5,1,Paracetamol,Antibiotics,441,10.22,Uganda,2024-08-22
933,12,19,Metformin,Analgesics,92,3.56,Uganda,2024-06-13
934,90,16,Metformin,Analgesics,179,13.37,Uganda,2024-07-12
935,46,14,Metformin,Analgesics,56,3.18,Uganda,2024-08-21
936,34,21,Paracetamol,Diabetes,155,5.47,Uganda,2024-07-01
937,49,16,Metformin,Analgesics,160,24.96,Uganda,2024-11-28
938,78,5,Insulin,Diabetes,111,13.76,Uganda,2024-08-19
939,90,9,Amoxicillin,Antibiotics,137,7.46,Kenya,2024-12-26
940,45,26,Insulin,Antibiotics,232,24.87,Kenya,2024-04-16
941,27,30,Insulin,Diabetes,480,24.18,Uganda,2024-08-10
942,73,28,Amoxicillin,Diabetes,468,11.3,Kenya,2024-03-20
943,26,2,Insulin,Diabetes,220,6.88,Tanzania,2024-08-21
944,47,18,Paracetamol,Analgesics,481,21.04,Kenya,2024-07-02
945,86,6,Amoxicillin,Antibiotics,68,18.03,Uganda,2024-07-03
946,56,9,Insulin,Diabetes,302,17.33,Uganda,2024-05-13
947,94,1,Ceftriaxone,Analgesics,249,22.38,Kenya,2024-08-07
948,63,9,Insulin,Antibiotics,482,17.39,Uganda,2024-10-14
949,48,25,Paracetamol,Analgesics,496,7.45,Tanzania,2024-12-29
950,61,16,Metformin,Antibiotics,323,17.5,Tanzania,2024-07-20
951,81,13,Insulin,Analgesics,410,7.99,Uganda,2024-05-25
952,26,9,Metformin,Antibiotics,392,19.1,Tanzania,2024-11-19
953,36,21,Ceftriaxone,Antibiotics,6,15.68,Tanzania,2024-05-06
954,1,13,Insulin,Analgesics,464,2.4,Kenya,2024-05-14
955,8,9,Amoxicillin,Diabetes,280,13.06,Tanzania,2024-04-23
956,99,11,Metformin,Antibiotics,432,8.91,Kenya,2024-09-20
957,52,4,Ceftriaxone,Diabetes,487,8.55,Uganda,2024-03-04
958,79,2,Amoxicillin,Analgesics,94,15.26,Kenya,2024-05-14
959,47,29,Amoxicillin,Diabetes,429,8.4,Uganda,2024-02-10
960,56,6,Amoxicillin,Diabetes,269,19.53,Uganda,2024-10-22
961,86,14,Amoxicillin,Diabetes,197,2.23,Uganda,2024-01-03
962,14,4,Insulin,Diabetes,25,16.68,Uganda,2024-07-12
963,90,6,Insulin,Diabetes,148,20.33,Uganda,2024-04-19
964,28,19,Insulin,Antibiotics,118,16.98,Kenya,2024-08-08
965,87,6,Ceftriaxone,Antibiotics,338,12.68,Uganda,2024-01-04
966,78,2,Ceftriaxone,Antibiotics,367,23.78,Tanzania,2024-08-31
967,88,18,Ceftriaxone,Analgesics,338,7.85,Tanzania,2024-06-14
968,2,13,Paracetamol,Diabetes,66,0.97,Uganda,2024-01-26
969,26,9,Ceftriaxone,Antibiotics,458,11.08,Tanzania,2024-01-17
970,14,23,Insulin,Analgesics,301,1.31,Kenya,2024-08-03
971,59,19,Insulin,Antibiotics,370,23.87,Kenya,2024-04-01
972,56,13,Paracetamol,Antibiotics,175,5.64,Uganda,2024-01-31
973,7,11,Paracetamol,Diabetes,319,19.83,Uganda,2024-07-23
974,3,1,Ceftriaxone,Analgesics,76,19.48,Uganda,2024-07-25
975,23,24,Metformin,Diabetes,495,5.83,Tanzania,2024-04-16
976,18,30,Paracetamol,Diabetes,461,15.72,Tanzania,2024-05-25
977,38,22,Amoxicillin,Antibiotics,114,1.68,Kenya,2024-04-10
978,99,7,Insulin,Diabetes,111,12.35,Tanzania,2024-11-13
979,15,25,Amoxicillin,Analgesics,249,0.86,Kenya,2024-08-28
980,64,21,Insulin,Diabetes,439,23.07,Tanzania,2024-09-03
981,89,15,Insulin,Diabetes,203,24.41,Kenya,2024-06-11
982,28,1,Paracetamol,Diabetes,147,5.95,Uganda,2024-06-21
983,74,12,Paracetamol,Antibiotics,35,5.6,Tanzania,2024-02-04
984,39,26,Amoxicillin,Analgesics,487,18.97,Kenya,2024-10-10
985,57,7,Insulin,Antibiotics,309,6.71,Tanzania,2024-12-24
986,17,15,Amoxicillin,Antibiotics,26,22.43,Uganda,2024-12-23
987,86,21,Metformin,Antibiotics,238,14.56,Kenya,2024-01-21
988,90,19,Amoxicillin,Antibiotics,14,9.09,Tanzania,2024-11-03
989,44,28,Ceftriaxone,Antibiotics,374,20.9,Tanzania,2024-06-11
990,25,29,Amoxicillin,Analgesics,45,12.59,Uganda,2024-04-06
991,17,25,Ceftriaxone,Diabetes,428,22.84,Uganda,2024-11-02
992,13,1,Ceftriaxone,Antibiotics,216,23.24,Kenya,2024-12-04
993,84,17,Ceftriaxone,Antibiotics,233,4.55,Tanzania,2024-02-24
994,25,17,Metformin,Analgesics,193,0.56,Tanzania,2024-11-28
995,68,3,Amoxicillin,Analgesics,51,24.61,Uganda,2024-05-06
996,10,12,Amoxicillin,Diabetes,427,22.7,Uganda,2024-07-11
997,67,6,Metformin,Analgesics,375,1.86,Kenya,2024-08-30
998,18,26,Insulin,Diabetes,214,20.91,Tanzania,2024-12-14
999,100,11,Paracetamol,Antibiotics,151,11.72,Tanzania,2024-03-28
1000,86,3,Amoxicillin,Antibiotics,440,6.84,Kenya,2024-12-01
1001,34,8,Paracetamol,Diabetes,275,22.03,Kenya,2024-08-02
1002,8,14,Metformin,Analgesics,338,5.32,Uganda,2024-04-01
1003,40,14,Insulin,Diabetes,76,23.71,Uganda,2024-10-29
1004,83,10,Insulin,Analgesics,439,5.54,Kenya,2024-08-22
1005,42,2,Insulin,Antibiotics,220,15.54,Kenya,2024-07-02
1006,41,14,Metformin,Analgesics,348,5.97,Tanzania,2024-02-07
1007,6,9,Ceftriaxone,Diabetes,444,13.87,Kenya,2024-05-18
1008,52,3,Ceftriaxone,Diabetes,187,17.26,Kenya,2024-07-13
1009,26,21,Paracetamol,Antibiotics,289,5.16,Tanzania,2024-01-15
1010,64,26,Ceftriaxone,Analgesics,403,13.26,Kenya,2024-09-13
1011,98,8,Ceftriaxone,Analgesics,28,11.99,Uganda,2024-05-14
1012,59,16,Insulin,Analgesics,379,2.24,Uganda,2024-01-01
1013,56,2,Insulin,Antibiotics,180,20.55,Tanzania,2024-02-18
1014,59,6,Paracetamol,Analgesics,253,8.72,Kenya,2024-04-05
1015,70,28,Amoxicillin,Diabetes,126,14.58,Uganda,2024-07-19
1016,33,21,Paracetamol,Analgesics,177,13.11,Uganda,2024-01-26
1017,53,29,Paracetamol,Antibiotics,37,13.07,Uganda,2024-12-08
1018,22,26,Metformin,Analgesics,410,3.13,Uganda,2024-08-22
1019,21,25,Metformin,Analgesics,99,10.88,Kenya,2024-12-14
1020,70,12,Paracetamol,Diabetes,98,11.58,Kenya,2024-08-31
1021,70,5,Paracetamol,Analgesics,127,18.47,Kenya,2024-12-23
1022,4,2,Paracetamol,Diabetes,483,21.08,Kenya,2024-11-22
1023,94,16,Ceftriaxone,Diabetes,168,13.85,Uganda,2024-12-16
1024,75,5,Metformin,Antibiotics,80,2.63,Tanzania,2024-02-20
1025,62,15,Paracetamol,Diabetes,294,6.3,Tanzania,2024-03-21
1026,62,12,Insulin,Diabetes,333,4.54,Uganda,2024-02-05
1027,94,4,Insulin,Antibiotics,126,3.55,Uganda,2024-03-07
1028,95,15,Ceftriaxone,Diabetes,343,9.46,Tanzania,2024-05-08
1029,24,11,Ceftriaxone,Antibiotics,310,6.12,Tanzania,2024-06-03
1030,55,16,Amoxicillin,Analgesics,150,5.85,Uganda,2024-09-01
1031,9,23,Amoxicillin,Antibiotics,16,1.84,Uganda,2024-04-20
1032,3,6,Amoxicillin,Diabetes,28,0.93,Kenya,2024-06-16
1033,31,14,Ceftriaxone,Antibiotics,496,3.02,Kenya,2024-05-21
1034,40,18,Ceftriaxone,Diabetes,419,4.72,Tanzania,2024-12-21
1035,36,12,Ceftriaxone,Analgesics,444,11.06,Uganda,2024-07-15
1036,24,27,Insulin,Antibiotics,173,13.01,Tanzania,2024-04-18
1037,95,11,Ceftriaxone,Analgesics,46,3.94,Kenya,2024-03-19
1038,6,13,Insulin,Diabetes,328,10.91,Kenya,2024-06-09
1039,66,21,Amoxicillin,Diabetes,236,8.87,Tanzania,2024-01-19
1040,84,23,Amoxicillin,Analgesics,439,4.99,Kenya,2024-05-06
1041,92,11,Amoxicillin,Antibiotics,214,0.67,Uganda,2024-07-23
1042,75,23,Paracetamol,Antibiotics,85,11.94,Tanzania,2024-01-29
1043,4,16,Paracetamol,Diabetes,282,17.3,Uganda,2024-07-25
1044,79,15,Metformin,Analgesics,232,6.04,Uganda,2024-10-06
1045,6,21,Metformin,Analgesics,85,3.73,Kenya,2024-05-30
1046,94,28,Metformin,Antibiotics,409,22.23,Uganda,2024-08-27
1047,51,15,Paracetamol,Antibiotics,489,7.24,Tanzania,2024-09-22
1048,62,25,Paracetamol,Antibiotics,65,5.98,Uganda,2024-06-30
1049,57,4,Metformin,Analgesics,134,21.5,Uganda,2024-04-14
1050,66,11,Metformin,Antibiotics,151,20.52,Uganda,2024-08-23
1051,79,19,Ceftriaxone,Antibiotics,115,11.48,Uganda,2024-06-21
1052,75,15,Metformin,Diabetes,64,12.49,Uganda,2024-06-06
1053,8,4,Ceftriaxone,Antibiotics,343,5.83,Kenya,2024-06-20
1054,26,21,Insulin,Antibiotics,427,2.42,Tanzania,2024-11-06
1055,51,13,Paracetamol,Analgesics,363,14.55,Kenya,2024-06-05
1056,45,22,Metformin,Analgesics,407,2.91,Tanzania,2024-09-14
1057,44,19,Paracetamol,Diabetes,352,11.51,Tanzania,2024-06-12
1058,5,2,Paracetamol,Antibiotics,158,23.54,Tanzania,2024-05-26
1059,70,14,Paracetamol,Diabetes,77,23.84,Tanzania,2024-06-02
1060,26,29,Insulin,Analgesics,491,6.36,Tanzania,2024-02-07
1061,68,4,Amoxicillin,Diabetes,146,15.79,Uganda,2024-05-10
1062,19,16,Metformin,Analgesics,343,12.11,Kenya,2024-12-23
1063,84,21,Amoxicillin,Diabetes,463,21.95,Kenya,2024-09-11
1064,97,20,Amoxicillin,Diabetes,225,7.15,Uganda,2024-07-26
1065,20,14,Amoxicillin,Antibiotics,405,0.59,Tanzania,2024-04-04
1066,12,27,Paracetamol,Diabetes,313,4.48,Kenya,2024-12-13
1067,47,29,Ceftriaxone,Antibiotics,103,9.06,Uganda,2024-11-22
1068,1,15,Paracetamol,Antibiotics,407,8.24,Uganda,2024-06-19
1069,90,28,Paracetamol,Antibiotics,347,19.89,Kenya,2024-09-06
1070,14,3,Amoxicillin,Antibiotics,301,17.17,Kenya,2024-07-08
1071,64,8,Paracetamol,Diabetes,428,7.84,Tanzania,2024-07-17
1072,38,16,Amoxicillin,Analgesics,466,11.71,Tanzania,2024-08-08
1073,37,10,Ceftriaxone,Analgesics,88,2.84,Kenya,2024-01-24
1074,11,4,Metformin,Analgesics,371,22.5,Tanzania,2024-08-31
1075,100,30,Amoxicillin,Diabetes,303,23.42,Uganda,2024-11-19
1076,77,18,Ceftriaxone,Antibiotics,168,24.51,Tanzania,2024-05-07
1077,3,2,Metformin,Analgesics,435,21.78,Tanzania,2024-04-02
1078,33,17,Insulin,Diabetes,170,4.76,Uganda,2024-10-26
1079,6,13,Amoxicillin,Antibiotics,135,1.63,Tanzania,2024-05-12
1080,50,4,Amoxicillin,Analgesics,50,14.7,Uganda,2024-02-24
1081,10,26,Insulin,Antibiotics,432,22.86,Tanzania,2024-06-06
1082,5,25,Insulin,Analgesics,340,4.85,Kenya,2024-01-29
1083,23,30,Amoxicillin,Analgesics,347,0.67,Tanzania,2024-07-29
1084,10,11,Insulin,Analgesics,134,20.23,Kenya,2024-06-02
1085,44,7,Paracetamol,Antibiotics,347,2.38,Kenya,2024-10-19
1086,2,12,Metformin,Diabetes,137,10.64,Kenya,2024-08-09
1087,13,10,Metformin,Antibiotics,245,17.13,Kenya,2024-04-24
1088,40,7,Metformin,Analgesics,109,6.3,Kenya,2024-06-06
1089,2,13,Paracetamol,Antibiotics,313,2.56,Uganda,2024-09-15
1090,84,7,Insulin,Diabetes,287,19.37,Uganda,2024-09-07
1091,65,24,Ceftriaxone,Antibiotics,21,15.94,Uganda,2024-05-01
1092,63,17,Insulin,Diabetes,90,24.72,Kenya,2024-10-25
1093,73,10,Amoxicillin,Diabetes,296,8.94,Tanzania,2024-09-19
1094,17,29,Metformin,Antibiotics,112,2.01,Uganda,2024-02-18
1095,9,10,Insulin,Analgesics,301,18.49,Tanzania,2024-11-24
1096,75,24,Ceftriaxone,Diabetes,77,13.28,Tanzania,2024-10-23
1097,15,4,Amoxicillin,Antibiotics,177,5.72,Kenya,2024-12-27
1098,24,20,Paracetamol,Diabetes,343,19.65,Kenya,2024-03-17
1099,38,4,Paracetamol,Analgesics,148,5.49,Kenya,2024-05-06
1100,35,22,Ceftriaxone,Antibiotics,101,6.89,Uganda,2024-07-15
1101,94,7,Amoxicillin,Antibiotics,246,2.77,Kenya,2024-08-08
1102,95,22,Metformin,Antibiotics,117,10.29,Uganda,2024-03-31
1103,49,1,Insulin,Analgesics,92,10.76,Uganda,2024-01-08
1104,69,12,Amoxicillin,Diabetes,401,13.11,Uganda,2024-02-01
1105,62,24,Paracetamol,Antibiotics,28,17.87,Uganda,2024-11-15
1106,60,13,Ceftriaxone,Diabetes,425,22.7,Kenya,2024-09-25
1107,50,10,Ceftriaxone,Diabetes,450,3.87,Uganda,2024-07-09
1108,78,15,Insulin,Analgesics,25,1.83,Kenya,2024-12-14
1109,75,27,Ceftriaxone,Antibiotics,58,0.95,Kenya,2024-06-11
1110,9,13,Ceftriaxone,Diabetes,498,4.02,Uganda,2024-03-01
1111,34,23,Amoxicillin,Antibiotics,297,16.62,Kenya,2024-09-20
1112,76,22,Metformin,Antibiotics,134,18.32,Tanzania,2024-10-11
1113,99,22,Insulin,Analgesics,331,19.77,Kenya,2024-04-04
